attr1,attr2,attr3,attr4,attr5,attr6,attr7,attr8,attr9,attr10,attr11,attr12,attr13,attr14,attr15,attr16,attr17,attr18,class_label,wins_count
0.36896424439289993,0.1959400605506926,0.36462702619446463,0.17550468779914194,0.14378554494304896,0.10172141006679157,0.11412583630246036,0.7260885059614406,0.06164281608926654,0.25971976894889676,0.11146174159328726,0.08183342841777498,0.14866465615256877,0.07568266001454031,0.3048854566001834,0.234125353460782,0.7061877719223238,0.7683939642945216,0,33
0.35418398208308055,0.21628851756858267,0.2709409743186274,0.07152517518826593,0.07937883651271022,0.07662759151775121,0.0985901055974168,0.7891158036131283,0.0476631163601611,0.24031516296765965,0.09653327130730707,0.06309848707195569,0.22123828946257248,0.26906686826438436,0.33093711663246134,0.22685220544315524,0.23154271123695955,0.16439277360667962,0,36
0.3815645754441859,0.5275054705412876,0.5821657219350955,0.2443373031284073,0.20264435804566455,0.23395272728910813,0.28701946598966593,0.5018433370027038,0.22071026794411078,0.5672799527895935,0.27160856549957746,0.20593954695845013,0.4544507237169232,0.24920225904347593,0.17770542667308617,0.2429121791576677,0.2818949231033628,0.45332107191605253,0,46
0.3621334974200415,0.31032814740503056,0.44803805491050935,0.19227958030310022,0.15993721590544271,0.13436454429408182,0.17328049037141519,0.6291548135202557,0.10402440554535375,0.33812095078229554,0.17765345065977325,0.1241161193592556,0.26390456776586635,0.14730049040456264,0.15486432919902587,0.17254652074652901,0.4712458013430014,0.5391988579194835,0,36
0.4410141988034623,0.42560672648495745,0.6018397089881756,0.23165102523787084,0.17513292912125877,0.14425152900353705,0.24719304399592376,0.5417617964294497,0.17242995383687854,0.44866412589239585,0.19754422947302352,0.1783801127290091,0.35979362423390693,0.12814506096813225,0.46680796998424434,0.2805549681228653,0.5297973666031037,0.653178356829158,0,28
0.2871915835378893,0.21291518548687832,0.36798372913473965,0.13977119023924936,0.11481809347837726,0.07404756280122972,0.1788664869590757,0.6493495863010174,0.1206703063665635,0.18783125094061554,0.15754862034048817,0.12673598391622612,0.25962198521402047,0.221880731125354,0.34508816777138185,0.31364372497118814,0.2565830311074776,0.24627967896804798,1,36
0.7660842470118181,0.7407888482852427,0.9045581543719047,0.4340867688703482,0.1700366432464519,0.16880407840134018,0.6606990498441494,0.15533089980925963,0.5996070040960123,0.6754173544738311,0.49224015283614736,0.5829864596224069,0.6308227046992255,0.14230164892451125,0.6746919892633562,0.445302323239533,0.46355305310907474,0.6619291835075316,1,38
0.50023067028764,0.46670420728058293,0.7281672382490818,0.3699156629463567,0.15928854459571762,0.1290873273817661,0.44346900225432395,0.3156436742283093,0.36134738132908384,0.4206372333666412,0.36718821777633753,0.3635150506598954,0.408406185685217,0.09876516895688406,0.32289619150858856,0.3561045890307706,0.557065678113607,0.6782472739341721,1,34
0.40251499220765546,0.19561348543017776,0.5292360167229975,0.27814771270002914,0.14228558284652207,0.10516450357389494,0.2879507929135241,0.48305916527286774,0.21028312336169633,0.2112853652103491,0.25416586012442294,0.21973536337002397,0.20193500172686146,0.09281011611281069,0.22571827149867119,0.5140699882385176,0.6016469956108621,0.6797737476469982,1,39
0.6656742995553172,0.7299982488903423,0.8571625554757083,0.43890909201016554,0.18132459264813797,0.15918917654630657,0.6299253816968857,0.17117875273824387,0.5566631691842113,0.6485125510631468,0.4889727964809409,0.5532098917689777,0.6400637587596838,0.14499199426271525,0.16401652728796431,0.3218320533922796,0.4222005840748193,0.6130368075814053,1,48
0.2277195775108424,0.40878781047017204,0.3842379338973154,0.1073760208564296,0.11011653079067528,0.09707962286356699,0.2487003720430872,0.5496582733136116,0.16661945669958053,0.3850278731703629,0.2169347693459947,0.17373809951052455,0.43480922467024385,0.3128999466638607,0.1930202827670236,0.23484844018098727,0.13776123177080338,0.09735529760431573,2,57
0.729548471878747,0.840652593615439,0.8597639662530294,0.36719378760554994,0.09668595611941508,0.07368921471159202,0.8523011769247087,0.04233840820389591,0.7938216960765315,0.6971499298538457,0.7105448724659377,0.8239934727028041,0.8385269025312282,0.31133498720007874,0.3022405236073448,0.3371773663908874,0.2628449934602021,0.1148047399914783,2,26
0.5556567926235219,0.6083891620229466,0.6388910497665894,0.42034892442813215,0.22450583026319404,0.07527707223942831,0.5255402678626468,0.22034797311366547,0.44285150131537243,0.515820721321241,0.43210690332751567,0.4634944318941818,0.5472831657943802,0.19938427123455843,0.2331506189579743,0.2922734466906751,0.5952375241948228,0.4673313025865764,2,25
0.4494843110670084,0.31049320765814087,0.4521915609960965,0.3239386472096846,0.2330020611141976,0.08248070283446335,0.28133303344179345,0.45545739762105997,0.19006456153743376,0.276288731969795,0.24932891164401516,0.22182307476240112,0.29129280735063395,0.13128959494197467,0.2385188379197241,0.22715720109593174,0.6846246347185104,0.6853076439186097,2,53
0.2715773129283055,0.4058135015584515,0.4356083034684287,0.24242287064385754,0.2234339643003603,0.130360037904293,0.24650096747117772,0.5227468910016635,0.16394034582458403,0.35419744988938817,0.24185272883625977,0.18126061641102856,0.3817029275499372,0.22118100951400327,0.2119274017769599,0.17380792303098797,0.34349823437460625,0.3508033069504914,2,35
0.6393502595103318,0.8216845594554446,0.8792946734078941,0.4165495406488729,0.15665187749005763,0.16658938224585879,0.6927880056533282,0.13048866294661138,0.6226818981225425,0.7731163399847395,0.5069076179001554,0.6214595528503173,0.6442267228025045,0.16348478862413968,0.2988097529138281,0.3513960156436437,0.3893341728155575,0.5475733042588803,3,66
0.2076265109033558,0.19835878682066033,0.3625753138961078,0.11629870442795126,0.10639096712519867,0.08494147483959483,0.15751853665744406,0.689163555582786,0.10074683965546159,0.16555779400779871,0.12855357599226716,0.10673686225902122,0.21690793882222045,0.221193932527547,0.29985655333342204,0.3175722734679868,0.19282534726958286,0.24470259523342305,3,32
0.5659124043463205,0.5924091372416141,0.8042873987069417,0.43371774160995497,0.18256642365958226,0.14556951466144938,0.5405751806135048,0.22870900047907425,0.4555305920167475,0.5188994714978752,0.4367490408879171,0.46228002742272245,0.49828319761500806,0.11447821809452016,0.23525348642685026,0.28730797877052705,0.5172663337920729,0.6234369910757005,3,39
0.38850236805578525,0.4424746274337314,0.5363154068768354,0.270585690268224,0.13953977558699632,0.10143940604638771,0.2947106822147301,0.475331351005909,0.21476453565735631,0.38042840715852433,0.2663762762473801,0.22603202665766947,0.4266192623775403,0.11568288730003756,0.497325901453758,0.24257571569025427,0.54765923614865,0.5759773275868559,3,23
0.3783548304090204,0.20238913276073334,0.5550178271654796,0.288187158995842,0.14809188939687565,0.10731773089284441,0.3130566298111943,0.4582364020937964,0.22334431941330718,0.19455883944906313,0.27391672365545383,0.24139574868460123,0.19910717349493554,0.10363122103207795,0.2071881273674915,0.5814635933246589,0.5697712146937705,0.6471137835681432,3,31
