attr1,attr2,attr3,attr4,attr5,attr6,attr7,attr8,attr9,attr10,attr11,attr12,attr13,attr14,attr15,attr16,attr17,attr18,class_label,wins_count
0.14554769699146947,0.1363600037440988,0.1608788096205744,0.05892219382072473,0.10776683977735786,0.05384325021653208,0.08443167226967416,0.8157440502467995,0.047819037398447554,0.0975389357854875,0.057385271385016284,0.053009520306099255,0.16932061294211662,0.3294379622966803,0.18561526455160995,0.1743366190902387,0.05371479214183848,0.09063376711991115,3,5
0.6507232188210325,0.8202955316158554,0.8404851841330114,0.38991847778925737,0.13718354968634355,0.16542820768907998,0.7022684051894824,0.132520217334257,0.6279318992907778,0.7825594515503216,0.49828606761690697,0.6244000366687603,0.6249649781439648,0.15975597375672485,0.1178346566788888,0.7380329840874925,0.37814888206754427,0.6211010589791423,3,5
0.49334749233812003,0.4967575717782136,0.5915360862580685,0.3198860351878038,0.14811015017592563,0.1077469130434027,0.3463507865300152,0.40651181582719437,0.26996710300930626,0.43894256527117553,0.3170700571414759,0.2725950871129633,0.48372572413932824,0.10489051617591269,0.6963120447765683,0.15400997920031587,0.6063744941411463,0.6091036490853331,3,4
0.47040570474832033,0.5192540879842431,0.8136991527707909,0.4703379364394286,0.22904581175390362,0.14319418388720756,0.556030382633478,0.21633338382318396,0.4643577943764632,0.42338756506743014,0.47635658445726353,0.4786226477623793,0.5365372921217605,0.1679993328502691,0.15138704591691704,0.29763636694556234,0.3735521438748808,0.46071422057767136,3,6
0.3679459478212026,0.08155264568275196,0.4292815015542763,0.20522007099738573,0.12423492377439208,0.08308045705270589,0.1686553977807435,0.6437435627330896,0.095978832916538,0.07657732063716348,0.14756612339315017,0.11688921646694969,0.08774738546233188,0.0639064572885427,0.23406622702996574,0.7705608491760949,0.7431953744739141,0.8258686739070937,3,4
0.6140784082211549,0.5470440224655594,0.9061760665927393,0.4690669223281017,0.187858120227921,0.14856364013945425,0.5938520194489909,0.19473070611554985,0.513589684562452,0.5150600207110674,0.4742893200724152,0.5108241713249527,0.4397500205097995,0.10486080936556864,0.158119941782971,0.8507380568011449,0.541093024582512,0.7508925341479895,3,6
0.3810893109218991,0.1840656660008294,0.4604746692605709,0.21133093210274762,0.12552696318732054,0.09760512546804442,0.20856553042893125,0.5813768702736503,0.14219302714508633,0.18737502062487188,0.19134922215064165,0.15167104606733955,0.18600046294221048,0.11933245761126446,0.03245229343234757,0.07015799877895658,0.48526962965051806,0.510590221736642,3,6
0.5861452387291766,0.8929670195139081,0.8363964717325724,0.4045312049798464,0.16076573666016047,0.16918233550469144,0.699696173093087,0.12394022813111631,0.6390845750461891,0.8518018179272504,0.5051565873688174,0.627817251548392,0.6969168290732701,0.18398988405187813,0.16008246921793015,0.10558455112214946,0.3264397204983866,0.4705109862531001,3,9
0.26546197589447795,0.30700437987603507,0.45684473696364813,0.1483549239298844,0.09550068609286363,0.08696608025016316,0.2555764687765909,0.5308567529482546,0.16576969633632005,0.2564544873318666,0.22305367726526382,0.18242187188368147,0.32279416328078653,0.25054966852364846,0.6191453051861272,0.17442457286191468,0.20005331336434815,0.19477021010652387,3,5
0.398889912562016,0.2591902153615531,0.4651075179699072,0.2491590804432099,0.12839184558411695,0.08980425702048526,0.2486727752908608,0.5310736415889857,0.17701439997579846,0.270289445639721,0.21311776664849202,0.18781279462027595,0.24114999460949738,0.05180127684921006,0.45708463478084654,0.2159805006956361,0.7850885015741916,0.8228041074097331,3,2
